votdst,GEOID20,TAPERSONS,total_TAPERSONS,fraction
1632,530330111021002,123,410,0.3
1632,530330111021006,114,410,0.2780487804878049
1632,530330111021007,31,410,0.07560975609756097
1632,530330111021008,129,410,0.3146341463414634
1633,530330111021011,99,578,0.17128027681660898
1633,530330111021012,48,578,0.08304498269896193
1633,530330111021013,26,578,0.04498269896193772
1633,530330111021014,55,578,0.09515570934256055
1633,530330111022006,77,578,0.13321799307958476
1633,530330111022007,198,578,0.34256055363321797
1633,530330111022008,75,578,0.12975778546712802
1634,530330111014000,50,904,0.05530973451327434
1634,530330111014008,62,904,0.06858407079646017
1634,530330111014009,23,904,0.025442477876106196
1634,530330111022001,200,904,0.22123893805309736
1634,530330111022002,199,904,0.22013274336283187
1634,530330111022003,67,904,0.07411504424778761
1634,530330111022004,214,904,0.23672566371681417
1634,530330111022005,89,904,0.09845132743362832
1635,530330111011000,444,1105,0.40180995475113124
1635,530330111011001,76,1105,0.06877828054298643
1635,530330111011002,89,1105,0.08054298642533937
1635,530330111011004,93,1105,0.08416289592760182
1635,530330111011008,24,1105,0.02171945701357466
1635,530330111014022,59,1105,0.05339366515837104
1635,530330111014023,86,1105,0.07782805429864253
1635,530330111014024,36,1105,0.03257918552036199
1635,530330111014025,198,1105,0.17918552036199095
1636,530330110012008,16,2071,0.00772573635924674
1636,530330111011005,150,2071,0.07242877836793819
1636,530330111011006,839,2071,0.40511830033800095
1636,530330111012002,44,2071,0.021245774987928536
1636,530330111014001,49,2071,0.023660067600193145
1636,530330111014002,77,2071,0.03718010622887494
1636,530330111014003,40,2071,0.01931434089811685
1636,530330111014005,45,2071,0.021728633510381457
1636,530330111014006,44,2071,0.021245774987928536
1636,530330111014007,67,2071,0.032351521004345726
1636,530330111014010,54,2071,0.02607436021245775
1636,530330111014011,72,2071,0.03476581361661033
1636,530330111014012,51,2071,0.024625784645098986
1636,530330111014013,26,2071,0.012554321583775953
1636,530330111014014,16,2071,0.00772573635924674
1636,530330111014015,55,2071,0.02655721873491067
1636,530330111014016,84,2071,0.04056011588604539
1636,530330111014018,23,2071,0.01110574601641719
1636,530330111014019,132,2071,0.0637373249637856
1636,530330111014020,82,2071,0.03959439884113954
1636,530330111014021,29,2071,0.014002897151134718
1636,530330111014026,76,2071,0.03669724770642202
1637,530330110012009,118,1586,0.07440100882723834
1637,530330110012010,97,1586,0.06116015132408575
1637,530330110012011,334,1586,0.21059268600252207
1637,530330110012017,50,1586,0.031525851197982346
1637,530330110013000,589,1586,0.371374527112232
1637,530330110013002,38,1586,0.02395964691046658
1637,530330110013003,310,1586,0.19546027742749053
1637,530330110013004,50,1586,0.031525851197982346
1638,530330110022026,39,1456,0.026785714285714284
1638,530330110022028,70,1456,0.04807692307692308
1638,530330110022029,49,1456,0.03365384615384615
1638,530330110023000,64,1456,0.04395604395604396
1638,530330110023001,43,1456,0.029532967032967032
1638,530330110023002,31,1456,0.021291208791208792
1638,530330110023003,199,1456,0.13667582417582416
1638,530330110023004,129,1456,0.0885989010989011
1638,530330110023005,131,1456,0.08997252747252747
1638,530330110023006,40,1456,0.027472527472527472
1638,530330110023007,55,1456,0.03777472527472527
1638,530330110023008,68,1456,0.046703296703296704
1638,530330110023009,133,1456,0.09134615384615384
1638,530330110023010,109,1456,0.07486263736263736
1638,530330110023011,84,1456,0.057692307692307696
1638,530330110023012,36,1456,0.024725274725274724
1638,530330110023013,58,1456,0.03983516483516483
1638,530330110023014,35,1456,0.02403846153846154
1638,530330110023025,23,1456,0.015796703296703296
1638,530330110023026,60,1456,0.04120879120879121
1639,530330110021000,91,1053,0.08641975308641975
1639,530330110021001,26,1053,0.024691358024691357
1639,530330110021002,64,1053,0.060778727445394115
1639,530330110021003,25,1053,0.023741690408357077
1639,530330110021004,60,1053,0.05698005698005698
1639,530330110021005,274,1053,0.26020892687559355
1639,530330110021006,85,1053,0.08072174738841406
1639,530330110021007,29,1053,0.027540360873694207
1639,530330110021008,31,1053,0.029439696106362774
